Country Name,Country Code,Indicator Name,Indicator Code,Year,education_enrollment
Angola,AGO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2002,0.863610029
Angola,AGO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2003,3.193069935
Angola,AGO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2004,2.396670103
Angola,AGO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2005,2.962680101
Angola,AGO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2006,2.898269892
Angola,AGO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2011,7.49503994
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1971,13.91802
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1972,14.67738
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1978,5.54796
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1981,5.0959
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1983,5.89267
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1984,6.50102
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1985,6.91294
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1986,7.03948
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1987,7.07632
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1988,7.41614
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1989,7.75277
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1990,7.88863
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1991,8.24736
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1992,8.48633
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1993,10.06516
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1994,9.49232
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1995,9.09173
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1996,9.79477
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1997,11.30863
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1998,12.03396
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1999,13.08852959
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2000,13.76231956
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2001,14.01383018
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2002,14.73867989
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2003,15.8126297
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2004,20.00498009
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2005,24.52325058
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2006,28.78627014
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2007,31.79338074
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2008,32.32130814
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2009,33.10620117
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2010,43.56153107
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2011,47.74272156
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2012,55.5009613
Albania,ALB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2013,58.52988815
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1970,5.83382988
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1971,5.82404995
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1972,6.109109879
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1973,6.479750156
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1974,6.88932991
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1975,7.435200214
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1976,8.089079857
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1977,8.731929779
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1978,9.170499802
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1979,9.213890076
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1980,9.54957962
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1981,10.11322021
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1982,10.47920036
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1983,10.65168953
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1984,10.9338398
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1985,10.9386301
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1986,11.26218033
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1987,11.33473015
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1988,11.41423988
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1989,11.09405041
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1990,11.14892006
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1991,10.88624954
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1992,11.56606007
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1993,12.51336002
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1994,13.15968037
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1995,14.0307703
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1996,15.04125977
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1997,15.95238972
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1998,16.73743057
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1999,18.11322021
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2000,18.24913979
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2001,18.88586044
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2002,19.63330078
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2003,19.50867081
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2004,20.61352921
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2005,21.62900925
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2006,22.16217041
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2007,22.8302803
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2008,23.54254913
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2009,24.22407913
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2010,24.94405937
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2011,24.60856056
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2012,25.98411942
Arab World,ARB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2013,27.45988083
United Arab Emirates,ARE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1978,0.6036
United Arab Emirates,ARE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1979,1.06778
United Arab Emirates,ARE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1980,1.60131
United Arab Emirates,ARE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1981,2.98705
United Arab Emirates,ARE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1982,3.48578
United Arab Emirates,ARE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1983,4.47213
United Arab Emirates,ARE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1984,5.85524
United Arab Emirates,ARE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1985,7.02927
United Arab Emirates,ARE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1986,8.25719
United Arab Emirates,ARE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1987,8.43519
United Arab Emirates,ARE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1988,8.05427
United Arab Emirates,ARE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1989,6.55557
United Arab Emirates,ARE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1990,6.55534
United Arab Emirates,ARE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1991,7.20616
United Arab Emirates,ARE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1992,6.458
United Arab Emirates,ARE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1993,6.12827
Argentina,ARG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1970,13.39736
Argentina,ARG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1971,15.34446
Argentina,ARG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1972,16.39728
Argentina,ARG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1973,19.41104
Argentina,ARG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1974,22.43832
Argentina,ARG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1975,26.58357
Argentina,ARG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1976,26.73917
Argentina,ARG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1977,23.87453
Argentina,ARG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1978,21.29415
Argentina,ARG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1979,22.2412
Argentina,ARG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1980,21.83735
Argentina,ARG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1981,23.25911
Argentina,ARG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1982,24.01451
Argentina,ARG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1983,25.03296
Argentina,ARG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1984,28.88558
Argentina,ARG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1985,35.71831
Argentina,ARG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1986,37.61378
Argentina,ARG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1987,39.41441
Argentina,ARG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1991,38.38254
Argentina,ARG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1994,36.85111
Argentina,ARG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1998,46.01428
Argentina,ARG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1999,47.88291931
Argentina,ARG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2000,53.07049942
Argentina,ARG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2001,58.27671814
Argentina,ARG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2002,62.2298584
Argentina,ARG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2003,64.86004639
Argentina,ARG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2004,65.35836792
Argentina,ARG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2005,63.98480988
Argentina,ARG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2006,67.09056854
Argentina,ARG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2007,66.7280426
Argentina,ARG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2008,68.68689728
Argentina,ARG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2009,71.25093842
Argentina,ARG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2010,74.82965851
Argentina,ARG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2011,78.62610626
Argentina,ARG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2012,80.30780792
Armenia,ARM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1986,17.5669
Armenia,ARM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1988,18.79902
Armenia,ARM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1989,20.45327
Armenia,ARM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1990,23.24662
Armenia,ARM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1991,25.42109
Armenia,ARM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1992,25.40696
Armenia,ARM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1993,23.06499
Armenia,ARM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1994,19.11834
Armenia,ARM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1995,19.01829
Armenia,ARM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1996,16.8175
Armenia,ARM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1997,22.47459
Armenia,ARM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1998,33.10497
Armenia,ARM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1999,34.6208992
Armenia,ARM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2000,34.85655975
Armenia,ARM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2001,32.81435013
Armenia,ARM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2002,35.2394104
Armenia,ARM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2003,36.20652008
Armenia,ARM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2004,36.80102921
Armenia,ARM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2005,38.36914063
Armenia,ARM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2006,41.76501846
Armenia,ARM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2007,44.3221283
Armenia,ARM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2008,46.58058167
Armenia,ARM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2009,49.1195488
Armenia,ARM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2010,50.62446976
Armenia,ARM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2011,51.00141907
Armenia,ARM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2012,46.04359055
Armenia,ARM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2013,46.10861969
American Samoa,ASM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1971,0
Antigua and Barbuda,ATG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2009,14.81005001
Antigua and Barbuda,ATG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2010,16.2319603
Antigua and Barbuda,ATG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2011,14.36835957
Antigua and Barbuda,ATG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2012,23.48624039
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1970,15.76842
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1971,17.03279
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1972,18.30623
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1973,19.50227
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1974,21.71735
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1975,23.17725
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1976,23.9735
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1977,24.3401
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1978,24.68697
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1979,24.91366
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1980,25.07077
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1981,25.50537
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1982,25.56131
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1983,26.2742
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1984,26.90184
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1985,27.78528
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1986,29.35403
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1987,29.49504
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1988,31.27536
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1989,32.40578
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1990,35.08403
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1991,38.02008
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1992,39.41102
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1993,65.11077
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1994,66.53006
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1995,70.20863
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1996,74.98175
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1997,79.68812
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1998,67.26661
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1999,65.57697296
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2000,65.0253067
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2001,65.19178009
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2002,74.02366638
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2003,71.98738861
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2004,70.53540802
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2005,71.2420578
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2006,70.46399689
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2007,71.45716095
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2008,71.83235168
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2009,75.62999725
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2010,79.77162933
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2011,83.2434082
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2012,86.33409119
Australia,AUS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2013,88.51281738
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1971,12.53633
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1972,13.65315
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1973,14.72491
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1974,15.38001
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1975,15.97442
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1976,17.88073
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1977,18.86893
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1978,19.49764
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1979,20.24674
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1980,21.12153
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1981,21.89056
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1982,21.90535
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1983,22.29631
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1984,23.16799
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1985,24.69869
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1986,25.90352
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1987,27.19495
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1988,28.90148
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1989,30.23618
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1990,32.26257
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1991,34.46389
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1992,37.51856
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1993,39.80814
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1994,42.43485
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1995,45.30263
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1996,48.04305
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1997,50.34911
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1998,53.32503
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1999,55.30144882
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2000,57.09373856
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2001,56.82897186
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2002,46.12931061
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2003,45.70463943
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2004,46.33501053
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2005,46.94947052
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2006,48.8146286
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2007,50.90288162
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2008,56.03210068
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2009,60.6905098
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2010,68.72151947
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2011,70.99989319
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2012,72.43605804
Austria,AUT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,2013,80.54821014
Azerbaijan,AZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1981,23.84296
Azerbaijan,AZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1986,24.38807
Azerbaijan,AZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1988,25.10751
Azerbaijan,AZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1989,23.97125
Azerbaijan,AZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1990,23.34831
Azerbaijan,AZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1991,23.65213
Azerbaijan,AZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1992,24.28284
Azerbaijan,AZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1993,21.47215
Azerbaijan,AZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1994,18.74535
Azerbaijan,AZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1995,17.83369
Azerbaijan,AZE,"School enrollment, tertiary (% gross)",SE.TER.ENRR,1996,17.5665
