Country Name,Country Code,Indicator Name,Country,Unemploymentrate
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2001,7
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2002,6.80000019073486
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2003,7
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2004,6.90000009536743
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2005,6.80000019073486
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2006,6.80000019073486
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2007,6.80000019073486
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2008,6.80000019073486
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2009,7
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2010,6.90000009536743
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2011,6.90000009536743
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2012,6.90000009536743
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2013,6.80000019073486
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1991,11.1999998092651
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1992,13.8000001907349
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1993,16.8999996185303
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1994,16.7000007629395
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1995,15.8999996185303
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1996,14.6000003814697
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1997,13.8000001907349
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1998,14.8999996185303
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1999,15
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2000,13.5
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2001,22.7000007629395
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2002,13.3999996185303
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2003,12.6999998092651
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2004,12.6000003814697
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2005,12.5
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2006,12.3999996185303
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2007,13.5
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2008,13
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2009,13.8000001907349
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2010,14.1999998092651
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2011,14
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2012,13.8999996185303
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2013,16
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1991,12.5407007387081
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1992,12.7815225847146
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1993,13.0767497743176
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1994,13.1522312200106
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1995,13.4026115674163
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1996,13.1554404753666
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1997,12.650468642281
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1998,12.6434225486011
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1999,12.6198633751104
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2000,13.5307482730875
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2001,13.3292279808989
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2002,13.3651625353039
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2003,13.8572685978025
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2004,13.1863660835418
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2005,12.1816105721773
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2006,11.3726005903794
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2007,10.9307947670623
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2008,10.5408524708828
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2009,10.3666145478986
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2010,10.3894394450507
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2011,11.3985902367887
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2012,11.5057952549704
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2013,11.4147215936293
United Arab Emirates,ARE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1991,3
United Arab Emirates,ARE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1992,3
United Arab Emirates,ARE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1993,3.09999990463257
United Arab Emirates,ARE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1994,2
United Arab Emirates,ARE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1995,1.79999995231628
United Arab Emirates,ARE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1996,2.59999990463257
United Arab Emirates,ARE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1997,2.5
United Arab Emirates,ARE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1998,3.09999990463257
United Arab Emirates,ARE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1999,3.09999990463257
United Arab Emirates,ARE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2000,2.29999995231628
United Arab Emirates,ARE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2001,3.20000004768372
United Arab Emirates,ARE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2002,3.20000004768372
United Arab Emirates,ARE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2003,2.70000004768372
United Arab Emirates,ARE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2004,3.09999990463257
United Arab Emirates,ARE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2005,3.09999990463257
United Arab Emirates,ARE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2006,3.29999995231628
United Arab Emirates,ARE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2007,3.40000009536743
United Arab Emirates,ARE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2008,4
United Arab Emirates,ARE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2009,4.19999980926514
United Arab Emirates,ARE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2010,4.19999980926514
United Arab Emirates,ARE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2011,4.09999990463257
United Arab Emirates,ARE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2012,4
United Arab Emirates,ARE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2013,3.79999995231628
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1991,5.80000019073486
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1992,6.69999980926514
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1993,10.1000003814697
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1994,12.1000003814697
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1995,18.7999992370605
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1996,17.2000007629395
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1997,14.8999996185303
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1998,12.8000001907349
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1999,14.1000003814697
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2000,15
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2001,18.2999992370605
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2002,17.8999996185303
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2003,16.1000003814697
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2004,12.6000003814697
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2005,10.6000003814697
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2006,10.1000003814697
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2007,8.5
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2008,7.80000019073486
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2009,8.60000038146973
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2010,7.69999980926514
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2011,7.19999980926514
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2012,7.19999980926514
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2013,7.5
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1991,20
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1992,19.1000003814697
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1993,19.7999992370605
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1994,18.7999992370605
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1995,24
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1996,19.1000003814697
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1997,17.6000003814697
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1998,18.2999992370605
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1999,17.6000003814697
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2000,18.8999996185303
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2001,35.9000015258789
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2002,27.7999992370605
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2003,28.6000003814697
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2004,33.5999984741211
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2005,27.7999992370605
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2006,28.6000003814697
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2007,28.3999996185303
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2008,16.3999996185303
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2009,18.7000007629395
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2010,19
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2011,18.3999996185303
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2012,17.2999992370605
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2013,16.2000007629395
American Samoa,ASM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",,
Antigua and Barbuda,ATG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",,
Australia,AUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1991,9.60000038146973
Australia,AUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1992,10.8000001907349
Australia,AUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1993,10.8999996185303
Australia,AUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1994,9.69999980926514
Australia,AUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1995,8.5
Australia,AUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1996,8.5
Australia,AUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1997,8.5
Australia,AUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1998,7.69999980926514
Australia,AUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1999,6.90000009536743
Australia,AUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2000,6.30000019073486
Australia,AUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2001,6.80000019073486
Australia,AUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2002,6.40000009536743
Australia,AUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2003,5.90000009536743
Australia,AUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2004,5.40000009536743
Australia,AUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2005,5
Australia,AUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2006,4.80000019073486
Australia,AUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2007,4.40000009536743
Australia,AUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2008,4.19999980926514
Australia,AUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2009,5.59999990463257
Australia,AUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2010,5.19999980926514
Australia,AUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2011,5.09999990463257
Australia,AUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2012,5.19999980926514
Australia,AUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2013,5.69999980926514
Austria,AUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1991,3.40000009536743
Austria,AUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1992,3.59999990463257
Austria,AUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1993,4.30000019073486
Austria,AUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1994,3.5
Austria,AUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1995,3.70000004768372
Austria,AUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1996,4.09999990463257
Austria,AUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1997,4.19999980926514
Austria,AUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1998,4.19999980926514
Austria,AUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1999,3.70000004768372
Austria,AUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2000,3.5
Austria,AUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2001,3.59999990463257
Austria,AUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2002,4
Austria,AUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2003,4.30000019073486
Austria,AUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2004,4.90000009536743
Austria,AUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2005,5.19999980926514
Austria,AUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2006,4.69999980926514
Austria,AUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2007,4.40000009536743
Austria,AUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2008,3.79999995231628
Austria,AUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2009,4.80000019073486
Austria,AUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2010,4.40000009536743
Austria,AUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2011,4.09999990463257
Austria,AUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2012,4.30000019073486
Austria,AUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2013,4.90000009536743
Azerbaijan,AZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1991,5
Azerbaijan,AZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1992,8.10000038146973
Azerbaijan,AZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1993,8.10000038146973
Azerbaijan,AZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1994,7.5
Azerbaijan,AZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1995,6.5
Azerbaijan,AZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1996,4.69999980926514
Azerbaijan,AZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1997,6.59999990463257
Azerbaijan,AZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1998,10.3999996185303
Azerbaijan,AZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1999,5.19999980926514
Azerbaijan,AZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2000,11.8000001907349
Azerbaijan,AZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2001,10.8999996185303
Azerbaijan,AZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2002,10
Azerbaijan,AZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2003,9.19999980926514
Azerbaijan,AZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2004,8
Azerbaijan,AZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2005,7.30000019073486
Azerbaijan,AZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2006,6.59999990463257
Azerbaijan,AZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2007,6.30000019073486
Azerbaijan,AZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2008,5.90000009536743
Azerbaijan,AZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2009,5.69999980926514
Azerbaijan,AZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2010,5.59999990463257
Azerbaijan,AZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2011,5.40000009536743
Azerbaijan,AZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2012,5.19999980926514
Azerbaijan,AZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2013,5.5
Burundi,BDI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1991,7
Burundi,BDI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1992,7.09999990463257
Burundi,BDI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1993,7.19999980926514
Burundi,BDI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1994,7.19999980926514
Burundi,BDI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1995,7.19999980926514
Burundi,BDI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1996,7.30000019073486
Burundi,BDI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1997,7.19999980926514
Burundi,BDI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1998,7.09999990463257
Burundi,BDI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1999,7.30000019073486
Burundi,BDI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2000,7.30000019073486
Burundi,BDI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2001,7.30000019073486
Burundi,BDI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2002,7.30000019073486
Burundi,BDI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2003,7.30000019073486
Burundi,BDI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2004,7.30000019073486
Burundi,BDI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2005,7.30000019073486
Burundi,BDI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2006,7.19999980926514
Burundi,BDI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2007,7.19999980926514
Burundi,BDI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2008,7.19999980926514
Burundi,BDI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2009,7.09999990463257
Burundi,BDI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2010,7.09999990463257
Burundi,BDI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2011,7.09999990463257
Burundi,BDI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2012,7
Burundi,BDI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2013,6.90000009536743
Belgium,BEL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1991,7
Belgium,BEL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1992,6.69999980926514
Belgium,BEL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1993,8.10000038146973
Belgium,BEL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1994,9.60000038146973
Belgium,BEL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1995,9.30000019073486
Belgium,BEL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1996,9.5
Belgium,BEL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1997,9
Belgium,BEL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1998,9.30000019073486
Belgium,BEL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1999,8.60000038146973
Belgium,BEL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2000,6.59999990463257
Belgium,BEL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2001,6.19999980926514
Belgium,BEL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2002,7.5
Belgium,BEL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2003,8.19999980926514
Belgium,BEL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2004,8.39999961853027
Belgium,BEL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2005,8.39999961853027
Belgium,BEL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2006,8.19999980926514
Belgium,BEL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2007,7.5
Belgium,BEL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2008,7
Belgium,BEL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2009,7.90000009536743
Belgium,BEL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2010,8.30000019073486
Belgium,BEL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2011,7.09999990463257
Belgium,BEL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2012,7.5
Belgium,BEL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2013,8.39999961853027
Benin,BEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1991,0.800000011920929
Benin,BEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1992,1.5
Benin,BEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1993,1.20000004768372
Benin,BEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1994,1
Benin,BEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1995,0.899999976158142
Benin,BEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1996,0.699999988079071
Benin,BEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1997,0.800000011920929
Benin,BEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1998,0.899999976158142
Benin,BEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1999,0.899999976158142
Benin,BEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2000,0.800000011920929
Benin,BEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2001,0.699999988079071
Benin,BEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2002,0.699999988079071
Benin,BEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2003,0.899999976158142
Benin,BEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2004,1.29999995231628
